anzsic06,Area,year,geo_count,ec_count
A01,A103700,2000,12,9
A01,A103800,2000,3,0
A01,A103900,2000,9,12
A01,A104000,2000,27,30
A01,A104100,2000,90,55
A01,A104200,2000,9,3
A01,A104300,2000,0,0
A01,A104400,2000,18,3
A01,A104500,2000,6,0
A01,A104600,2000,9,3
A01,A104700,2000,96,45
A01,A104800,2000,231,150
A01,A104900,2000,192,45
A01,A105000,2000,6,0
A01,A105100,2000,117,70
A01,A105200,2000,24,18
A01,A105300,2000,138,95
A01,A105400,2000,312,170
A01,A105500,2000,39,15
A01,A105600,2000,36,6
A01,A105700,2000,36,6
A01,A105800,2000,0,0
A01,A105900,2000,9,6
A01,A106000,2000,9,0
A01,A106100,2000,9,0
A01,A106200,2000,6,0
A01,A106300,2000,60,21
A01,A106400,2000,0,0
A01,A106500,2000,15,0
A01,A106600,2000,12,3
A01,A106700,2000,51,12
A01,A106800,2000,3,0
A01,A106900,2000,21,12
A01,A107000,2000,6,0
A01,A107100,2000,18,3
A01,A107200,2000,9,3
A01,A107300,2000,6,3
A01,A107400,2000,3,0
A01,A107500,2000,6,0
A01,A107600,2000,24,3
A01,A107700,2000,51,15
A01,A107800,2000,243,90
A01,A107900,2000,3,0
A01,A108000,2000,69,21
A01,A108100,2000,3,0
A01,A108300,2000,6,0
A01,A108400,2000,6,3
A01,A108500,2000,51,25
A01,A108600,2000,177,55
A01,A108700,2000,9,0
A01,A108800,2000,24,9
A01,A108900,2000,15,25
A01,A109000,2000,90,35
A01,A109100,2000,456,280
A01,A109200,2000,309,170
A01,A109300,2000,48,35
A01,A109400,2000,357,130
A01,A109500,2000,138,95
A01,A109600,2000,45,18
A01,A109700,2000,147,100
A01,A109800,2000,90,30
A01,A109900,2000,15,0
A01,A110100,2000,12,6
A01,A110200,2000,165,65
A01,A110400,2000,240,100
A01,A110500,2000,51,3
A01,A110700,2000,162,120
A01,A110800,2000,120,40
A01,A110900,2000,66,18
A01,A111100,2000,27,3
A01,A111200,2000,165,130
A01,A111300,2000,27,12
A01,A111400,2000,24,12
A01,A111500,2000,69,160
A01,A111600,2000,141,65
A01,A111700,2000,3,0
A01,A111800,2000,18,3
A01,A111900,2000,15,6
A01,A112100,2000,66,20
A01,A112200,2000,15,6
A01,A112300,2000,72,110
A01,A112400,2000,12,0
A01,A112500,2000,60,9
A01,A112600,2000,42,9
A01,A112700,2000,3,0
A01,A112800,2000,3,0
A01,A112900,2000,0,0
A01,A113000,2000,3,3
A01,A113200,2000,51,30
A01,A113300,2000,9,3
A01,A113400,2000,48,25
A01,A113500,2000,39,45
A01,A113600,2000,0,0
A01,A113700,2000,18,0
A01,A113800,2000,15,3
A01,A113900,2000,3,0
A01,A114000,2000,0,0
A01,A114100,2000,12,0
A01,A114200,2000,21,35
A01,A114300,2000,3,9
A01,A114400,2000,0,0
A01,A114500,2000,6,0
A01,A114700,2000,90,110
A01,A114800,2000,18,6
A01,A114900,2000,6,3
A01,A115000,2000,42,21
A01,A115300,2000,30,3
A01,A115400,2000,3,0
A01,A115500,2000,42,25
A01,A115600,2000,30,45
A01,A115700,2000,0,0
A01,A115900,2000,12,18
A01,A116000,2000,0,15
A01,A116100,2000,87,120
A01,A116300,2000,21,40
A01,A116400,2000,69,40
A01,A116500,2000,3,0
A01,A116600,2000,12,55
A01,A116700,2000,3,12
A01,A116800,2000,3,0
A01,A116900,2000,0,0
A01,A117000,2000,108,250
A01,A117100,2000,12,9
A01,A117200,2000,3,0
A01,A117300,2000,3,0
A01,A117600,2000,3,0
A01,A117700,2000,0,0
A01,A118000,2000,33,40
A01,A118100,2000,0,0
A01,A118200,2000,6,0
A01,A118300,2000,3,0
A01,A118400,2000,0,9
A01,A118600,2000,0,50
A01,A118700,2000,3,0
A01,A118800,2000,6,55
A01,A118900,2000,6,0
A01,A119200,2000,6,9
A01,A119400,2000,0,3
A01,A119500,2000,0,0
A01,A119600,2000,3,3
A01,A119700,2000,3,0
A01,A120000,2000,0,0
A01,A120100,2000,9,21
A01,A120200,2000,15,45
A01,A120300,2000,6,0
A01,A120600,2000,3,0
A01,A120700,2000,0,0
A01,A120900,2000,0,0
A01,A121100,2000,18,3
A01,A121500,2000,0,0
A01,A121600,2000,3,0
A01,A121700,2000,3,20
A01,A121900,2000,0,0
A01,A122000,2000,0,0
A01,A122200,2000,3,0
A01,A122300,2000,3,0
A01,A122500,2000,3,0
A01,A122700,2000,0,0
A01,A122800,2000,3,0
A01,A123200,2000,0,0
A01,A123300,2000,3,25
A01,A123500,2000,0,0
A01,A123700,2000,3,0
A01,A123800,2000,6,3
A01,A124100,2000,3,0
A01,A124200,2000,6,6
A01,A124300,2000,0,0
A01,A124500,2000,0,0
A01,A124700,2000,15,25
A01,A124900,2000,3,120
A01,A125000,2000,3,9
A01,A125100,2000,3,0
A01,A125700,2000,3,0
A01,A125900,2000,6,0
A01,A126000,2000,6,9
A01,A126100,2000,0,0
A01,A126200,2000,0,0
A01,A126300,2000,0,0
A01,A126400,2000,3,0
A01,A126500,2000,0,0
A01,A126600,2000,0,0
A01,A126700,2000,3,0
A01,A126800,2000,3,0
A01,A126900,2000,3,0
A01,A127000,2000,3,3
A01,A127400,2000,3,0
A01,A127500,2000,3,6
A01,A127600,2000,18,6
A01,A127700,2000,0,3
A01,A127900,2000,0,0
A01,A128000,2000,3,0
A01,A128100,2000,0,0
A01,A128200,2000,3,3
A01,A128300,2000,0,6
A01,A128400,2000,3,0
A01,A128500,2000,3,0
A01,A128600,2000,3,3
A01,A128900,2000,3,9
A01,A129000,2000,0,0
A01,A129100,2000,6,3
A01,A129300,2000,0,0
A01,A129600,2000,3,9
A01,A129700,2000,3,0
A01,A129800,2000,0,0
A01,A130000,2000,21,40
A01,A130100,2000,3,0
A01,A130400,2000,0,0
A01,A130600,2000,0,0
A01,A130700,2000,3,0
A01,A130900,2000,0,0
A01,A131000,2000,3,0
A01,A131100,2000,3,0
A01,A131300,2000,3,0
A01,A131400,2000,3,0
A01,A131500,2000,0,0
A01,A131700,2000,0,6
A01,A132100,2000,0,0
A01,A132200,2000,0,0
A01,A132400,2000,0,3
A01,A132500,2000,0,0
A01,A132800,2000,0,0
A01,A132900,2000,3,0
A01,A133200,2000,6,3
A01,A133300,2000,6,12
A01,A133700,2000,6,0
A01,A134000,2000,3,3
A01,A134200,2000,3,9
A01,A134300,2000,3,0
A01,A134400,2000,0,0
A01,A134500,2000,3,0
A01,A134600,2000,3,0
A01,A135100,2000,3,0
A01,A135300,2000,3,0
A01,A135500,2000,3,0
A01,A135600,2000,0,0
A01,A136000,2000,0,35
A01,A136100,2000,0,9
A01,A136200,2000,0,0
A01,A136300,2000,3,0
A01,A136400,2000,6,0
A01,A136500,2000,3,3
A01,A136600,2000,0,12
A01,A136800,2000,6,0
A01,A136900,2000,3,0
A01,A137000,2000,0,0
A01,A137400,2000,0,0
A01,A137500,2000,0,0
A01,A137800,2000,3,0
A01,A138300,2000,0,0
A01,A138400,2000,0,0
A01,A138500,2000,6,0
A01,A138600,2000,3,0
A01,A138700,2000,6,0
A01,A138800,2000,3,0
A01,A139200,2000,3,0
A01,A139400,2000,3,0
A01,A139700,2000,0,0
A01,A140000,2000,3,0
A01,A140100,2000,3,0
A01,A140200,2000,0,0
A01,A140300,2000,0,0
A01,A140500,2000,3,0
A01,A140700,2000,0,0
A01,A140800,2000,3,0
A01,A141000,2000,6,0
A01,A141100,2000,6,0
A01,A141200,2000,3,0
A01,A141300,2000,0,0
A01,A141500,2000,0,0
A01,A141600,2000,0,0
A01,A141800,2000,6,0
A01,A142000,2000,3,6
A01,A142200,2000,3,0
A01,A142600,2000,3,0
A01,A142700,2000,0,0
A01,A143100,2000,0,0
A01,A143300,2000,3,0
A01,A143400,2000,3,0
A01,A143500,2000,3,0
A01,A143700,2000,0,0
A01,A143800,2000,3,9
A01,A144000,2000,6,0
A01,A144200,2000,3,0
A01,A144300,2000,0,0
A01,A144500,2000,0,0
A01,A144600,2000,12,6
A01,A145000,2000,0,3
A01,A145100,2000,0,0
A01,A145200,2000,3,0
A01,A145400,2000,3,21
A01,A145500,2000,0,3
A01,A145600,2000,3,0
A01,A145900,2000,3,3
A01,A146000,2000,3,0
A01,A146100,2000,0,6
A01,A146200,2000,0,0
A01,A146300,2000,3,3
A01,A146500,2000,0,0
A01,A146600,2000,3,0
A01,A146700,2000,3,0
A01,A146800,2000,3,140
A01,A146900,2000,3,6
A01,A147000,2000,3,0
A01,A147100,2000,0,0
A01,A147200,2000,3,0
A01,A147400,2000,3,3
A01,A147500,2000,6,9
A01,A147600,2000,6,0
A01,A147800,2000,0,0
A01,A147900,2000,24,120
A01,A148100,2000,3,0
A01,A148200,2000,18,30
A01,A148300,2000,6,0
A01,A148400,2000,0,0
A01,A148500,2000,6,3
A01,A148600,2000,6,21
A01,A148700,2000,18,40
A01,A148800,2000,0,0
A01,A148900,2000,0,0
A01,A149000,2000,0,0
A01,A149100,2000,0,45
A01,A149400,2000,0,9
A01,A149500,2000,0,0
A01,A149700,2000,3,0
A01,A149800,2000,3,0
A01,A149900,2000,264,70
A01,A150100,2000,0,0
A01,A150200,2000,3,0
A01,A150300,2000,6,3
A01,A150500,2000,3,0
A01,A150700,2000,3,0
A01,A150800,2000,3,0
A01,A150900,2000,6,30
A01,A151000,2000,6,0
A01,A151100,2000,6,0
A01,A151200,2000,3,0
A01,A151300,2000,0,3
A01,A151400,2000,0,0
A01,A151500,2000,3,0
A01,A151700,2000,27,30
A01,A151800,2000,3,3
A01,A151900,2000,0,0
A01,A152000,2000,0,0
A01,A152100,2000,6,0
A01,A152200,2000,3,0
A01,A152300,2000,6,35
A01,A152800,2000,6,9
A01,A153000,2000,3,0
A01,A153100,2000,0,0
A01,A153300,2000,0,0
A01,A153400,2000,0,0
A01,A153700,2000,3,0
A01,A153800,2000,0,0
A01,A153900,2000,3,0
A01,A154600,2000,3,0
A01,A154700,2000,3,0
A01,A154900,2000,3,0
A01,A155000,2000,0,0
A01,A155300,2000,0,0
A01,A155500,2000,15,12
A01,A155900,2000,6,3
A01,A156000,2000,3,9
A01,A156100,2000,3,0
A01,A156400,2000,3,0
A01,A156700,2000,3,0
A01,A156800,2000,0,0
A01,A157100,2000,102,40
A01,A157200,2000,3,3
A01,A157400,2000,12,0
A01,A157600,2000,0,0
A01,A157800,2000,0,0
A01,A158000,2000,0,3
A01,A158100,2000,0,0
A01,A158200,2000,3,0
A01,A158300,2000,0,0
A01,A158500,2000,3,3
A01,A158600,2000,6,0
A01,A158900,2000,6,6
A01,A159000,2000,0,0
A01,A159200,2000,0,0
A01,A159300,2000,3,3
A01,A159400,2000,9,3
A01,A159600,2000,6,9
A01,A159800,2000,114,55
A01,A159900,2000,3,15
A01,A160300,2000,3,0
A01,A160500,2000,0,35
A01,A160800,2000,3,3
A01,A161100,2000,0,0
A01,A161200,2000,3,3
A01,A161300,2000,0,0
A01,A161400,2000,186,110
A01,A161600,2000,24,6
A01,A161700,2000,3,3
A01,A161800,2000,0,0
A01,A161900,2000,0,0
A01,A162100,2000,6,9
A01,A162200,2000,3,0
A01,A162300,2000,75,180
A01,A162400,2000,165,170
A01,A162500,2000,18,18
A01,A162600,2000,3,0
A01,A162700,2000,96,55
A01,A162800,2000,0,0
A01,A162900,2000,96,65
A01,A163000,2000,3,0
A01,A163100,2000,6,0
A01,A163200,2000,12,3
A01,A163300,2000,3,0
A01,A163400,2000,9,9
A01,A163500,2000,3,0
A01,A163600,2000,6,0
A01,A163700,2000,0,0
A01,A163800,2000,123,120
A01,A163900,2000,0,0
A01,A164000,2000,6,0
A01,A164100,2000,3,3
A01,A164200,2000,0,3
A01,A164300,2000,66,95
A01,A164400,2000,6,12
A01,A164500,2000,0,0
A01,A164600,2000,138,170
A01,A164700,2000,18,3
A01,A164800,2000,6,0
A01,A164900,2000,21,100
A01,A165000,2000,153,440
A01,A165100,2000,129,140
A01,A165200,2000,72,30
A01,A165300,2000,39,35
A01,A165400,2000,27,30
A01,A165500,2000,15,9
A01,A165700,2000,9,30
A01,A165800,2000,9,25
A01,A165900,2000,12,25
A01,A166000,2000,21,9
A01,A166100,2000,0,6
A01,A166200,2000,45,85
A01,A166300,2000,129,160
A01,A166400,2000,108,18
A01,A166500,2000,63,30
A01,A166600,2000,0,6
A01,A166700,2000,27,3
A01,A166800,2000,3,0
A01,A166900,2000,51,18
A01,A167000,2000,15,6
A01,A167100,2000,30,15
A01,A167200,2000,18,3
A01,A167300,2000,6,25
A01,A167400,2000,84,60
A01,A167500,2000,15,3
A01,A167600,2000,0,0
A01,A167800,2000,9,6
A01,A167900,2000,48,18
A01,A168000,2000,24,3
A01,A168100,2000,24,3
A01,A168200,2000,9,0
A01,A168300,2000,99,45
A01,A168400,2000,24,6
A01,A168500,2000,36,9
A01,A168600,2000,57,35
A01,A168700,2000,204,95
A01,A168800,2000,144,55
A01,A168900,2000,51,25
A01,A169000,2000,180,110
A01,A169100,2000,219,80
A01,A169200,2000,42,25
A01,A169300,2000,246,140
A01,A169400,2000,9,3
A01,A169500,2000,21,35
A01,A169600,2000,24,3
A01,A169700,2000,243,190
A01,A169800,2000,102,60
A01,A169900,2000,93,270
A01,A170000,2000,24,12
A01,A170100,2000,138,100
A01,A170200,2000,105,75
A01,A170300,2000,24,12
A01,A170400,2000,39,35
A01,A170500,2000,27,6
A01,A170600,2000,156,520
A01,A170700,2000,129,60
A01,A170800,2000,123,110
A01,A170900,2000,219,170
A01,A171000,2000,3,0
A01,A171100,2000,24,12
A01,A171200,2000,240,180
A01,A171300,2000,156,75
A01,A171400,2000,18,6
A01,A171500,2000,15,0
A01,A171600,2000,30,3
A01,A171700,2000,309,180
A01,A171800,2000,174,100
A01,A171900,2000,111,80
A01,A172000,2000,12,3
A01,A172100,2000,12,3
A01,A172200,2000,9,0
A01,A172300,2000,150,130
A01,A172400,2000,81,60
A01,A172500,2000,36,12
A01,A172600,2000,12,40
A01,A172700,2000,15,12
A01,A172800,2000,102,35
A01,A172900,2000,33,9
A01,A173000,2000,87,120
A01,A173100,2000,147,120
A01,A173200,2000,117,30
A01,A173300,2000,132,140
A01,A173400,2000,87,150
A01,A173500,2000,312,120
A01,A173600,2000,270,150
A01,A173700,2000,306,130
A01,A173800,2000,285,120
A01,A173900,2000,30,25
A01,A174000,2000,42,160
A01,A174100,2000,33,15
A01,A174200,2000,51,12
A01,A174300,2000,165,65
A01,A174400,2000,264,100
A01,A174500,2000,264,120
A01,A174600,2000,114,60
A01,A174700,2000,171,100
A01,A174800,2000,183,160
A01,A174900,2000,60,60
A01,A175000,2000,57,15
A01,A175100,2000,144,90
A01,A175200,2000,33,60
A01,A175300,2000,3,0
A01,A175400,2000,21,12
A01,A175500,2000,6,6
A01,A175600,2000,12,25
A01,A175700,2000,3,0
A01,A175800,2000,9,6
A01,A176000,2000,0,0
A01,A176100,2000,18,3
A01,A176200,2000,9,0
A01,A176300,2000,0,0
A01,A176400,2000,3,0
A01,A176500,2000,6,9
A01,A176600,2000,6,0
A01,A176800,2000,6,0
A01,A176900,2000,9,0
A01,A177000,2000,6,0
A01,A177100,2000,3,0
A01,A177200,2000,0,0
A01,A177300,2000,0,0
A01,A177400,2000,3,0
A01,A177500,2000,3,0
A01,A177600,2000,3,0
A01,A177700,2000,0,3
A01,A177900,2000,0,0
A01,A178000,2000,3,0
A01,A178100,2000,15,12
A01,A178200,2000,3,0
A01,A178300,2000,0,0
A01,A178500,2000,0,3
A01,A178600,2000,21,6
A01,A178800,2000,9,3
A01,A178900,2000,3,9
A01,A179000,2000,6,0
A01,A179100,2000,6,3
A01,A179200,2000,15,30
A01,A179300,2000,12,3
A01,A179400,2000,9,0
A01,A179500,2000,9,3
A01,A179600,2000,3,0
A01,A179700,2000,3,3
A01,A180000,2000,0,0
A01,A180100,2000,3,0
A01,A180200,2000,6,12
A01,A180300,2000,0,15
A01,A180400,2000,0,3
A01,A180600,2000,3,0
A01,A180700,2000,6,12
A01,A180800,2000,9,0
A01,A180900,2000,3,0
A01,A181000,2000,3,0
A01,A181100,2000,3,3
A01,A181200,2000,18,3
A01,A181300,2000,18,15
A01,A181400,2000,132,55
A01,A181500,2000,141,120
A01,A181600,2000,69,120
A01,A181700,2000,129,55
A01,A181800,2000,108,100
A01,A181900,2000,15,0
A01,A182000,2000,108,110
A01,A182100,2000,177,130
A01,A182200,2000,111,210
A01,A182300,2000,66,35
A01,A182400,2000,21,21
A01,A182500,2000,219,160
A01,A182600,2000,0,3
A01,A182700,2000,24,15
A01,A182800,2000,9,55
A01,A182900,2000,9,25
A01,A183000,2000,12,9
A01,A183100,2000,120,240
A01,A183200,2000,21,3
A01,A183300,2000,21,15
A01,A183400,2000,6,3
A01,A183500,2000,9,150
A01,A183600,2000,9,6
A01,A183700,2000,12,15
A01,A183800,2000,6,3
A01,A183900,2000,6,3
A01,A184000,2000,9,3
A01,A184100,2000,9,6
A01,A184200,2000,24,15
A01,A184300,2000,15,0
A01,A184400,2000,9,3
A01,A184500,2000,15,3
A01,A184600,2000,291,220
A01,A184700,2000,27,25
A01,A184800,2000,18,45
A01,A184900,2000,114,80
A01,A185000,2000,141,130
A01,A185100,2000,3,0
A01,A185200,2000,138,120
A01,A185300,2000,150,80
A01,A185400,2000,138,110
A01,A185500,2000,87,55
A01,A185600,2000,300,240
A01,A185700,2000,198,170
A01,A185800,2000,300,170
A01,A185900,2000,345,220
A01,A186000,2000,42,35
A01,A186100,2000,132,70
A01,A186200,2000,9,0
A01,A186300,2000,12,6
A01,A186500,2000,6,0
A01,A186700,2000,36,35
A01,A186800,2000,0,20
A01,A187000,2000,165,190
A01,A187100,2000,105,100
A01,A187200,2000,201,210
A01,A187300,2000,39,20
A01,A187400,2000,39,50
A01,A187500,2000,156,140
A01,A187600,2000,0,0
A01,A187700,2000,192,220
A01,A187800,2000,129,60
A01,A187900,2000,66,100
A01,A188000,2000,51,40
A01,A188200,2000,48,25
A01,A188300,2000,6,3
A01,A188500,2000,9,25
A01,A188600,2000,6,0
A01,A188700,2000,6,6
A01,A188900,2000,3,0
A01,A189000,2000,0,9
A01,A189100,2000,3,0
A01,A189200,2000,3,3
A01,A189300,2000,3,0
A01,A189600,2000,15,25
A01,A189700,2000,12,3
A01,A189800,2000,6,80
A01,A189900,2000,3,21
A01,A190100,2000,39,65
A01,A190200,2000,12,3
A01,A190300,2000,168,130
A01,A190400,2000,15,6
A01,A190500,2000,381,210
A01,A190600,2000,180,200
A01,A190700,2000,6,0
A01,A190800,2000,18,25
A01,A190900,2000,270,95
A01,A191000,2000,48,12
A01,A191100,2000,99,40
A01,A191200,2000,213,160
A01,A191300,2000,144,60
A01,A191400,2000,192,55
A01,A191500,2000,81,60
A01,A191600,2000,87,55
A01,A191700,2000,159,70
A01,A191800,2000,237,210
A01,A191900,2000,132,80
A01,A192000,2000,420,420
A01,A192100,2000,51,100
A01,A192300,2000,18,35
A01,A192400,2000,9,6
A01,A192500,2000,345,250
A01,A192600,2000,6,9
A01,A192700,2000,3,0
A01,A192800,2000,3,0
A01,A192900,2000,0,0
A01,A193000,2000,27,15
A01,A193100,2000,3,0
A01,A193200,2000,3,0
A01,A193300,2000,6,6
A01,A193400,2000,6,6
A01,A193500,2000,33,35
A01,A193600,2000,3,0
A01,A193700,2000,3,0
A01,A193800,2000,18,3
A01,A193900,2000,0,0
A01,A194000,2000,0,0
A01,A194100,2000,6,0
A01,A194200,2000,24,25
A01,A194400,2000,6,0
A01,A194500,2000,18,18
A01,A194600,2000,3,0
A01,A194700,2000,6,0
A01,A194800,2000,3,0
A01,A194900,2000,6,3
A01,A195000,2000,18,15
A01,A195100,2000,18,9
A01,A195200,2000,9,3
A01,A195300,2000,3,0
A01,A195400,2000,45,35
A01,A195500,2000,3,0
A01,A195600,2000,24,21
A01,A195700,2000,3,0
A01,A195800,2000,6,0
A01,A195900,2000,6,3
A01,A196000,2000,15,0
A01,A196100,2000,51,15
A01,A196200,2000,3,0
A01,A196300,2000,18,12
A01,A196400,2000,18,0
A01,A196500,2000,24,30
A01,A196600,2000,3,0
A01,A196700,2000,21,25
A01,A196800,2000,0,0
A01,A196900,2000,9,3
A01,A197000,2000,3,0
A01,A197100,2000,3,0
A01,A197200,2000,3,3
A01,A197300,2000,3,75
A01,A197400,2000,6,0
A01,A197500,2000,6,0
A01,A197600,2000,3,0
A01,A197700,2000,165,100
A01,A197800,2000,18,6
A01,A197900,2000,75,65
A01,A198000,2000,18,0
A01,A198100,2000,6,9
A01,A198200,2000,9,6
A01,A198400,2000,3,0
A01,A198500,2000,0,0
A01,A198600,2000,6,0
A01,A198700,2000,45,45
A01,A198800,2000,3,3
A01,A199100,2000,3,0
A01,A199300,2000,0,12
A01,A199600,2000,3,6
A01,A199800,2000,3,0
A01,A199900,2000,0,0
A01,A200000,2000,0,3
A01,A200100,2000,12,12
A01,A200400,2000,15,9
A01,A200500,2000,0,0
A01,A200600,2000,3,0
A01,A200700,2000,3,9
A01,A200800,2000,6,0
A01,A200900,2000,0,3
A01,A201000,2000,6,6
A01,A201100,2000,6,6
A01,A201300,2000,0,0
A01,A201400,2000,6,0
A01,A201500,2000,9,0
A01,A201600,2000,261,220
A01,A201700,2000,117,65
A01,A201800,2000,309,280
A01,A201900,2000,96,45
A01,A202000,2000,171,110
A01,A202100,2000,99,50
A01,A202200,2000,39,18
A01,A202300,2000,234,170
A01,A202400,2000,93,180
A01,A202500,2000,27,30
A01,A202600,2000,3,0
A01,A202700,2000,12,0
A01,A202800,2000,6,0
A01,A202900,2000,3,0
A01,A203100,2000,66,30
A01,A203200,2000,12,3
A01,A203400,2000,165,95
A01,A203500,2000,147,230
A01,A203600,2000,15,12
A01,A203700,2000,6,3
A01,A203800,2000,0,12
A01,A203900,2000,3,0
A01,A204100,2000,171,150
A01,A204200,2000,54,40
A01,A204300,2000,24,12
A01,A204400,2000,36,18
A01,A204500,2000,135,190
A01,A204600,2000,27,30
A01,A204700,2000,57,140
A01,A204800,2000,225,510
A01,A204900,2000,39,70
A01,A205000,2000,33,110
A01,A205100,2000,225,770
A01,A205200,2000,141,290
A01,A205300,2000,162,630
A01,A205400,2000,342,820
A01,A205500,2000,3,0
A01,A205600,2000,33,120
A01,A205700,2000,0,0
A01,A205800,2000,6,6
A01,A205900,2000,0,3
A01,A206000,2000,6,0
A01,A206100,2000,3,0
A01,A206200,2000,6,0
A01,A206300,2000,3,0
A01,A206400,2000,0,0
A01,A206600,2000,9,0
A01,A206700,2000,3,18
A01,A206800,2000,6,15
A01,A206900,2000,9,15
A01,A207000,2000,3,0
A01,A207100,2000,0,0
A01,A207200,2000,3,9
A01,A207300,2000,12,9
A01,A207400,2000,162,300
A01,A207600,2000,111,380
A01,A207700,2000,42,35
A01,A207800,2000,27,30
A01,A207900,2000,72,200
A01,A208000,2000,267,400
A01,A208100,2000,183,270
A01,A208200,2000,195,420
A01,A208300,2000,210,440
A01,A208400,2000,135,540
A01,A208500,2000,93,150
A01,A208600,2000,156,880
A01,A208700,2000,144,390
A01,A208800,2000,6,3
A01,A208900,2000,6,6
A01,A209000,2000,6,0
A01,A209100,2000,6,12
A01,A209200,2000,3,0
A01,A209300,2000,36,180
A01,A209400,2000,12,30
A01,A209500,2000,0,0
A01,A209600,2000,69,170
A01,A209700,2000,9,0
A01,A209800,2000,0,0
A01,A209900,2000,3,0
A01,A210000,2000,6,3
A01,A210100,2000,24,90
A01,A210200,2000,210,890
A01,A210300,2000,9,35
A01,A210400,2000,72,590
A01,A210500,2000,18,75
A01,A210600,2000,3,0
A01,A210700,2000,3,45
A01,A210800,2000,3,12
A01,A210900,2000,3,0
A01,A211000,2000,6,6
A01,A211100,2000,9,40
A01,A211200,2000,165,440
A01,A211300,2000,30,70
A01,A211400,2000,6,6
A01,A211500,2000,18,30
A01,A211600,2000,3,15
A01,A211700,2000,12,75
A01,A211800,2000,6,12
A01,A211900,2000,15,0
A01,A212000,2000,30,55
A01,A212100,2000,12,9
A01,A212200,2000,84,100
A01,A212300,2000,75,130
A01,A212400,2000,39,55
A01,A212500,2000,0,40
A01,A212600,2000,3,0
A01,A212800,2000,0,3
A01,A213000,2000,6,0
A01,A213100,2000,9,15
A01,A213200,2000,15,21
A01,A213300,2000,9,0
A01,A213400,2000,0,0
A01,A213500,2000,3,0
A01,A213600,2000,0,0
A01,A213700,2000,3,12
A01,A213800,2000,3,0
A01,A213900,2000,0,0
A01,A214000,2000,0,0
A01,A214100,2000,3,9
A01,A214200,2000,0,0
A01,A214300,2000,6,3
A01,A214400,2000,3,9
A01,A214600,2000,6,0
A01,A214900,2000,3,0
A01,A215000,2000,3,0
A01,A215100,2000,3,0
A01,A215200,2000,3,3
A01,A215400,2000,108,210
A01,A215500,2000,102,320
A01,A215600,2000,297,500
A01,A215700,2000,57,50
A01,A215800,2000,48,45
A01,A215900,2000,246,340
A01,A216000,2000,15,0
A01,A216100,2000,267,480
A01,A216300,2000,3,0
A01,A216400,2000,57,9
A01,A216500,2000,15,3
A01,A216600,2000,3,0
A01,A216700,2000,150,55
A01,A216900,2000,0,0
A01,A217000,2000,6,18
A01,A217100,2000,0,0
A01,A217200,2000,6,0
A01,A217300,2000,6,0
A01,A217400,2000,6,0
A01,A217500,2000,3,0
A01,A217600,2000,27,15
A01,A217700,2000,18,9
A01,A217800,2000,3,0
A01,A217900,2000,9,21
A01,A218000,2000,0,0
A01,A218200,2000,6,3
A01,A218300,2000,24,12
A01,A218400,2000,48,25
A01,A218500,2000,18,3
A01,A218600,2000,12,3
A01,A218700,2000,9,3
A01,A218800,2000,45,25
A01,A218900,2000,12,3
A01,A219000,2000,141,200
A01,A219100,2000,147,60
A01,A219200,2000,153,70
A01,A219300,2000,153,60
A01,A219400,2000,192,110
A01,A219500,2000,303,110
A01,A219600,2000,30,3
A01,A219700,2000,144,70
A01,A219800,2000,237,90
A01,A219900,2000,198,160
A01,A220000,2000,270,130
A01,A220100,2000,18,0
A01,A220200,2000,39,15
A01,A220300,2000,9,0
A01,A220400,2000,9,0
A01,A220500,2000,507,320
A01,A220600,2000,372,210
A01,A220700,2000,24,18
A01,A220800,2000,330,100
A01,A220900,2000,225,110
A01,A221000,2000,12,0
A01,A221100,2000,180,80
A01,A221200,2000,165,70
A01,A221300,2000,21,6
A01,A221400,2000,105,45
A01,A221500,2000,126,60
A01,A221600,2000,36,9
A01,A221700,2000,3,0
A01,A221800,2000,45,35
A01,A221900,2000,12,6
A01,A222000,2000,180,170
A01,A222100,2000,249,220
A01,A222200,2000,12,18
A01,A222300,2000,219,320
A01,A222400,2000,156,90
A01,A222500,2000,18,18
A01,A222600,2000,27,21
A01,A222700,2000,18,6
A01,A222800,2000,117,130
A01,A222900,2000,156,300
A01,A223000,2000,36,90
A01,A223100,2000,18,85
A01,A223200,2000,6,0
A01,A223300,2000,186,260
A01,A223400,2000,93,120
A01,A223500,2000,90,130
A01,A223700,2000,3,0
A01,A223800,2000,0,0
A01,A223900,2000,6,6
A01,A224000,2000,3,0
A01,A224100,2000,0,3
A01,A224200,2000,3,0
A01,A224300,2000,3,0
A01,A224400,2000,0,0
A01,A224500,2000,0,6
A01,A224600,2000,3,6
A01,A224700,2000,3,0
A01,A224800,2000,3,0
A01,A224900,2000,6,6
A01,A225000,2000,6,25
A01,A225100,2000,3,0
A01,A225300,2000,3,3
A01,A225400,2000,3,9
A01,A225500,2000,3,3
A01,A225600,2000,141,160
A01,A225700,2000,3,6
A01,A225800,2000,6,0
A01,A225900,2000,6,3
A01,A226000,2000,3,0
A01,A226100,2000,321,600
A01,A226200,2000,3,21
A01,A226300,2000,126,150
A01,A226400,2000,180,270
A01,A226500,2000,36,50
A01,A226600,2000,165,160
A01,A226700,2000,36,30
A01,A226800,2000,102,110
A01,A226900,2000,15,9
